accession	description	length	virus	mol_type	isolate	host	db_xref	country	date	note	strain	author	journal	title	division
MT263384	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW301/2020, complete genome	29793	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW301/2020	Homo sapiens	taxon:2697049	USA	2020-03-23		SARS-CoV-2/human/USA/WA-UW301/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263383	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW300/2020, complete genome	29797	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW300/2020	Homo sapiens	taxon:2697049	USA	2020-03-24		SARS-CoV-2/human/USA/WA-UW300/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263382	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW299/2020, complete genome	29900	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW299/2020	Homo sapiens	taxon:2697049	USA	2020-03-23		SARS-CoV-2/human/USA/WA-UW299/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT263381	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW298/2020, complete genome	29910	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW298/2020	Homo sapiens	taxon:2697049	USA	2020-03-23		SARS-CoV-2/human/USA/WA-UW298/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (30-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, WA 98109, USA	Direct Submission	WA
MT262916	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH23/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH23/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	5' sequence is the sequencing primer used	SARS-CoV-2/human/USA/WA-NH23/2020	Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	WA state nursing home sequences	WA
MT262915	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH13/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH13/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	5' sequence is the sequencing primer used	SARS-CoV-2/human/USA/WA-NH13/2020	Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	WA state nursing home sequences	WA
MT262914	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH24/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH24/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	5' sequence is the sequencing primer used	SARS-CoV-2/human/USA/WA-NH24/2020	Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	WA state nursing home sequences	WA
MT262913	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH22/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH22/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	5' sequence is the sequencing primer used	SARS-CoV-2/human/USA/WA-NH22/2020	Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	WA state nursing home sequences	WA
MT262912	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH21/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH21/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	5' sequence is the sequencing primer used	SARS-CoV-2/human/USA/WA-NH21/2020	Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	WA state nursing home sequences	WA
MT262911	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH20/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH20/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	5' sequence is the sequencing primer used	SARS-CoV-2/human/USA/WA-NH20/2020	Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	WA state nursing home sequences	WA
MT262910	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH19/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH19/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	5' sequence is the sequencing primer used	SARS-CoV-2/human/USA/WA-NH19/2020	Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	WA state nursing home sequences	WA
MT262909	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH18/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH18/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	5' sequence is the sequencing primer used	SARS-CoV-2/human/USA/WA-NH18/2020	Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	WA state nursing home sequences	WA
MT262908	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH17/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH17/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	5' sequence is the sequencing primer used	SARS-CoV-2/human/USA/WA-NH17/2020	Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	WA state nursing home sequences	WA
MT262907	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH14/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH14/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	5' sequence is the sequencing primer used	SARS-CoV-2/human/USA/WA-NH14/2020	Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	WA state nursing home sequences	WA
MT262906	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH12/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH12/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	5' sequence is the sequencing primer used	SARS-CoV-2/human/USA/WA-NH12/2020	Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	WA state nursing home sequences	WA
MT262905	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH11/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH11/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	5' sequence is the sequencing primer used	SARS-CoV-2/human/USA/WA-NH11/2020	Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	WA state nursing home sequences	WA
MT262904	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH10/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH10/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	5' sequence is the sequencing primer used	SARS-CoV-2/human/USA/WA-NH10/2020	Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	WA state nursing home sequences	WA
MT262903	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH9/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH9/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	5' sequence is the sequencing primer used	SARS-CoV-2/human/USA/WA-NH9/2020	Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	WA state nursing home sequences	WA
MT262902	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH8/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH8/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	5' sequence is the sequencing primer used	SARS-CoV-2/human/USA/WA-NH8/2020	Zhang,J., Tao,Y., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	Washington state nursing home sequences	WA
MT262901	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH7/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH7/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	5' sequence is the sequencing primer used	SARS-CoV-2/human/USA/WA-NH7/2020	Zhang,J., Tao,Y., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	Washington state nursing home sequences	WA
MT262900	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH6/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH6/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	5' sequence is the sequencing primer used	SARS-CoV-2/human/USA/WA-NH6/2020	Zhang,J., Tao,Y., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	Washington state nursing home sequences	WA
MT262899	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH5/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH5/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	5' sequence is the sequencing primer used	SARS-CoV-2/human/USA/WA-NH5/2020	Zhang,J., Tao,Y., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	Washington state nursing home sequences	WA
MT262898	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH4/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH4/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	5' sequence is the sequencing primer used	SARS-CoV-2/human/USA/WA-NH4/2020	Zhang,J., Tao,Y., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	Washington state nursing home sequences	WA
MT262897	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH3/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH3/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	5' sequence is the sequencing primer used	SARS-CoV-2/human/USA/WA-NH3/2020	Zhang,J., Tao,Y., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	Washington state nursing home sequences	WA
MT262896	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-NH2/2020, complete genome	29882	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-NH2/2020	Homo sapiens	taxon:2697049	USA	2020-03-13	5' sequence is the sequencing primer used	SARS-CoV-2/human/USA/WA-NH2/2020	Zhang,J., Tao,Y., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J. and Tong,S.	Unpublished	Washington state nursing home sequences	WA
MT263074	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/PER/Peru-10/2020, complete genome	29856	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/PER/Peru-10/2020	Homo sapiens	taxon:2697049	Peru	2020-03-10		SARS-CoV-2/human/PER/Peru-10/2020	Padilla-Rojas,C.P., Lope-Pari,P.N., Vega-Chozo,K., Balbuena-Torres,J., Caceres-Rey,O.A., Bailon-Calderon,H., Huaringa-Nunez,M. and Rojas-Serrano,N.	Unpublished	Near-complete genome sequence of 2019 novel coronavirus SARS-CoV-2 causing a COVID-19 case in Peru	
MT262993	Severe acute respiratory syndrome coronavirus 2 isolate SARS-Cov-2/human/PAK/Manga1/2020, complete genome	29836	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-Cov-2/human/PAK/Manga1/2020	Homo sapiens; male	taxon:2697049	Pakistan	2020-03-12	local transfer, as attended a ceremony with COVID-19 confirmed patient	SARS-Cov-2/human/PAK/Manga1/2020	Zainab,T., Shamshad,S., Noureen,A., Malik,A., Asad,M.J. and Rizvi,K.A.	Submitted (30-MAR-2020) University Institute of Biochemistry and Biotechnology, Pir Mehr Ali Shah Arid Agriculture University Rawalpindi, Shamsabad, Murree Road, Rawalpindi, Punjab 46300, Pakistan	Direct Submission	KPK
MT259287	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW297/2020, complete genome	29688	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW297/2020	Homo sapiens	taxon:2697049	USA	2020-03-15		SARS-CoV-2/human/USA/WA-UW297/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (28-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, Washington 98109, United States	Direct Submission	WA
MT259286	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW296/2020, complete genome	29857	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW296/2020	Homo sapiens	taxon:2697049	USA	2020-03-15		SARS-CoV-2/human/USA/WA-UW296/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (28-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, Washington 98109, United States	Direct Submission	WA
MT259285	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW295/2020, complete genome	29831	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW295/2020	Homo sapiens	taxon:2697049	USA	2020-03-15		SARS-CoV-2/human/USA/WA-UW295/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (28-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, Washington 98109, United States	Direct Submission	WA
MT259284	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW294/2020, complete genome	29432	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW294/2020	Homo sapiens	taxon:2697049	USA	2020-03-15		SARS-CoV-2/human/USA/WA-UW294/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (28-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, Washington 98109, United States	Direct Submission	WA
MT259283	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW293/2020, partial genome	29192	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW293/2020	Homo sapiens	taxon:2697049	USA	2020-03-15		SARS-CoV-2/human/USA/WA-UW293/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (28-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, Washington 98109, United States	Direct Submission	WA
MT259282	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW292/2020, complete genome	29815	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW292/2020	Homo sapiens	taxon:2697049	USA	2020-03-15		SARS-CoV-2/human/USA/WA-UW292/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (28-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, Washington 98109, United States	Direct Submission	WA
MT259281	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW291/2020, complete genome	29839	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW291/2020	Homo sapiens	taxon:2697049	USA	2020-03-15		SARS-CoV-2/human/USA/WA-UW291/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (28-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, Washington 98109, United States	Direct Submission	WA
MT259280	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW290/2020, complete genome	29642	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW290/2020	Homo sapiens	taxon:2697049	USA	2020-03-15		SARS-CoV-2/human/USA/WA-UW290/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (28-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, Washington 98109, United States	Direct Submission	WA
MT259279	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW289/2020, partial genome	29399	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW289/2020	Homo sapiens	taxon:2697049	USA	2020-03-15		SARS-CoV-2/human/USA/WA-UW289/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (28-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, Washington 98109, United States	Direct Submission	WA
MT259278	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW288/2020, complete genome	29897	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW288/2020	Homo sapiens	taxon:2697049	USA	2020-03-15		SARS-CoV-2/human/USA/WA-UW288/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (28-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, Washington 98109, United States	Direct Submission	WA
MT259277	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW287/2020, complete genome	29881	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW287/2020	Homo sapiens	taxon:2697049	USA	2020-03-15		SARS-CoV-2/human/USA/WA-UW287/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (28-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, Washington 98109, United States	Direct Submission	WA
MT259276	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW286/2020, partial genome	29872	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW286/2020	Homo sapiens	taxon:2697049	USA	2020-03-15		SARS-CoV-2/human/USA/WA-UW286/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (28-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, Washington 98109, United States	Direct Submission	WA
MT259275	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW285/2020, complete genome	29841	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW285/2020	Homo sapiens	taxon:2697049	USA	2020-03-14		SARS-CoV-2/human/USA/WA-UW285/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (28-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, Washington 98109, United States	Direct Submission	WA
MT259274	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW284/2020, complete genome	29779	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW284/2020	Homo sapiens	taxon:2697049	USA	2020-03-14		SARS-CoV-2/human/USA/WA-UW284/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (28-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, Washington 98109, United States	Direct Submission	WA
MT259273	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW282/2020, complete genome	29892	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW282/2020	Homo sapiens	taxon:2697049	USA	2020-03-15		SARS-CoV-2/human/USA/WA-UW282/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (28-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, Washington 98109, United States	Direct Submission	WA
MT259272	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW280/2020, partial genome	29389	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW280/2020	Homo sapiens	taxon:2697049	USA	2020-03-13		SARS-CoV-2/human/USA/WA-UW280/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (28-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, Washington 98109, United States	Direct Submission	WA
MT259271	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW279/2020, complete genome	29864	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW279/2020	Homo sapiens	taxon:2697049	USA	2020-03-15		SARS-CoV-2/human/USA/WA-UW279/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (28-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, Washington 98109, United States	Direct Submission	WA
MT259270	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW278/2020, partial genome	29436	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW278/2020	Homo sapiens	taxon:2697049	USA	2020-03-16		SARS-CoV-2/human/USA/WA-UW278/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (28-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, Washington 98109, United States	Direct Submission	WA
MT259269	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW277/2020, complete genome	29894	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW277/2020	Homo sapiens	taxon:2697049	USA	2020-03-14		SARS-CoV-2/human/USA/WA-UW277/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (28-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, Washington 98109, United States	Direct Submission	WA
MT259268	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW276/2020, complete genome	29759	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW276/2020	Homo sapiens	taxon:2697049	USA	2020-03-13		SARS-CoV-2/human/USA/WA-UW276/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (28-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, Washington 98109, United States	Direct Submission	WA
MT259267	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW275/2020, complete genome	29852	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW275/2020	Homo sapiens	taxon:2697049	USA	2020-03-14		SARS-CoV-2/human/USA/WA-UW275/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (28-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, Washington 98109, United States	Direct Submission	WA
MT259266	Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW274/2020, complete genome	29776	Severe acute respiratory syndrome coronavirus 2	genomic RNA	SARS-CoV-2/human/USA/WA-UW274/2020	Homo sapiens	taxon:2697049	USA	2020-03-13		SARS-CoV-2/human/USA/WA-UW274/2020	Roychoudhury,P., Greninger,A. and Jerome,K.	Submitted (28-MAR-2020) Laboratory Medicine, University of Washington, 1100 Fairview Ave N, PO Box 19024, E5-110, Seattle, Washington 98109, United States	Direct Submission	WA
